Title;;Date;;
Mi novia Polly;;3/21/21;;
Breaking Bad: Temporada 3: Kafkiano;;3/21/21;;
Venganza despiadada;;3/21/21;;
Breaking Bad: Temporada 3: Te veo;;3/20/21;;
Breaking Bad: Temporada 3: Un minuto;;3/20/21;;
Breaking Bad: Temporada 3: Atardecer;;3/20/21;;
Ilusiones mortales;;3/19/21;;
Breaking Bad: Temporada 3: Más;;3/19/21;;
Breaking Bad: Temporada 3: Luz verde;;3/19/21;;
El empleado nocturno;;3/17/21;;
BONDING: Temporada 1: El pasado a veces nos alcanza;;3/17/21;;
Thi Mai: rumbo a Vietnam;;3/17/21;;
Breaking Bad: Temporada 3: T. S. T.;;3/16/21;;
Breaking Bad: Temporada 3: Caballo sin nombre;;3/16/21;;
Breaking Bad: Temporada 3: No más;;3/15/21;;
Breaking Bad: Temporada 2: ABQ;;3/14/21;;
Breaking Bad: Temporada 2: Phoenix;;3/14/21;;
Breaking Bad: Temporada 2: Mandala;;3/14/21;;
Los Favoritos de Midas: Miniserie: Lucha;;3/14/21;;
Los Favoritos de Midas: Miniserie: Salida;;3/14/21;;
Los Favoritos de Midas: Miniserie: Grieta;;3/14/21;;
Los Favoritos de Midas: Miniserie: Culpa;;3/14/21;;
Los Favoritos de Midas: Miniserie: Azar;;3/14/21;;
Los Favoritos de Midas: Miniserie: Dilema;;3/13/21;;
Breaking Bad: Temporada 2: Terminado;;3/13/21;;
Breaking Bad: Temporada 2: Cuatro días afuera;;3/13/21;;
Breaking Bad: Temporada 2: ¡Llama a Saul!;;3/13/21;;
Breaking Bad: Temporada 2: Negro y azul;;3/13/21;;
Breaking Bad: Temporada 2: Cucú;;3/12/2021;;
Pelé;;3/11/2021;;
Amor y anarquía: Temporada 1: El presente; la eternidad y el plan de acción;3/10/2021;;
Amor y anarquía: Temporada 1: Ayahuasca;;3/10/2021;;
Amor y anarquía: Temporada 1: Arrepentimiento;;3/10/2021;;
Amor y anarquía: Temporada 1: La feria del libro;;3/10/2021;;
Amor y anarquía: Temporada 1: Empleo permanente;;3/10/2021;;
Amor y anarquía: Temporada 1: El nuevo dueño;;3/10/2021;;
Amor y anarquía: Temporada 1: Sorpréndeme;;3/10/2021;;
Amor y anarquía: Temporada 1: Cómo empezó todo;;3/6/2021;;
BONDING: Temporada 1: El tímido Pete;;3/6/2021;;
BONDING: Temporada 1: Viejos amigos; nuevos nombres;3/6/2021;;
Manhunt: Unabomber: UNABOM;;3/5/2021;;
Detrás de sus ojos: Miniserie: Detrás de sus ojos;;3/4/2021;;
Detrás de sus ojos: Miniserie: La segunda puerta;;3/4/2021;;
Crazy About Her;;3/3/2021;;
Detrás de sus ojos: Miniserie: Rob;;3/3/2021;;
New Amsterdam: Temporada 2: En cuestión de segundos;;3/3/2021;;
New Amsterdam: Temporada 2: Despegue;;3/3/2021;;
New Amsterdam: Temporada 2: Perspectivas;;3/3/2021;;
New Amsterdam: Temporada 2: Doble ciego;;3/3/2021;;
New Amsterdam: Temporada 2: Sabbat;;3/3/2021;;
New Amsterdam: Temporada 2: En el cementerio;;3/2/2021;;
New Amsterdam: Temporada 2: 14 años; 2 meses; 8 días;3/2/2021;
New Amsterdam: Temporada 2: Me oculto detrás de mi sonrisa;;3/2/2021;;
New Amsterdam: Temporada 2: Código plata;;3/2/2021;;
New Amsterdam: Temporada 2: La isla;;3/2/2021;;
Detrás de sus ojos: Miniserie: La primera puerta;;3/2/2021;;
New Amsterdam: Temporada 2: Lo que quiere el corazón;;3/2/2021;;
New Amsterdam: Temporada 2: Buenos soldados;;3/1/2021;;
New Amsterdam: Temporada 2: La fuerte mano derecha;;3/1/2021;;
New Amsterdam: Temporada 2: La línea de Kármán;;3/1/2021;;
New Amsterdam: Temporada 2: El denominador;;3/1/2021;;
New Amsterdam: Temporada 2: Reemplazo;;3/1/2021;;
New Amsterdam: Temporada 2: El panorama general;;2/28/21;;
New Amsterdam: Temporada 2: Tu turno;;2/28/21;;
New Amsterdam: Luna;;2/28/21;;
New Amsterdam: Este no es el final;;2/28/21;;
New Amsterdam: Prevenible;;2/28/21;;
New Amsterdam: Lugar feliz;;2/28/21;;
New Amsterdam: 8 km al oeste;;2/28/21;;
New Amsterdam: Santuario;;2/28/21;;
New Amsterdam: Rey de espadas;;2/28/21;;
New Amsterdam: Comahoma;;2/28/21;;
New Amsterdam: Abandono;;2/28/21;;
Detrás de sus ojos: Miniserie: Sueños lúcidos;;2/27/21;;
New Amsterdam: Nostalgia;;2/27/21;;
New Amsterdam: Ánima sola;;2/27/21;;
Detrás de sus ojos: Miniserie: Encuentros fortuitos;;2/27/21;;
New Amsterdam: Hay lugar para uno más;;2/27/21;;
New Amsterdam: Seis o siete minutos;;2/27/21;;
New Amsterdam: Lo que sea necesario;;2/26/21;;
New Amsterdam: Tres puntos;;2/26/21;;
New Amsterdam: Efecto dominó;;2/26/21;;
New Amsterdam: Antropoceno;;2/26/21;;
New Amsterdam: Cavitación;;2/25/21;;
New Amsterdam: Límites;;2/25/21;;
New Amsterdam: Hasta el último minuto;;2/25/21;;
New Amsterdam: Rituales;;2/25/21;;
New Amsterdam: Piloto;;2/25/21;;
Capitani: Temporada 1: Sucedió un lindo día de verano;;2/24/21;;
Capitani: Temporada 1: Mi pecho está lleno de la más oscura noche;;2/24/21;;
Capitani: Temporada 1: No conocía el llanto ni el dolor;;2/24/21;;
Capitani: Temporada 1: Mi corazón estaba lleno de confianza;;2/24/21;;
Capitani: Temporada 1: Estos maravillosos sueños dorados;;2/24/21;;
Capitani: Temporada 1: Y yo conozco la desdicha y el dolor;;2/24/21;;
Capitani: Temporada 1: Tan lejos de mí; ¡tan lejos!;2/24/21;;
Breaking Bad: Temporada 2: Rotura;;2/21/21;;
Breaking Bad: Temporada 2: Abajo;;2/21/21;;
Breaking Bad: Temporada 2: Picadura de una abeja muerta;;2/21/21;;
Capitani: Temporada 1: Los extraños se verán obligados a aceptar;;2/21/21;;
Breaking Bad: Temporada 2: A las brasas;;2/21/21;;
Modern Family: Temporada 2: Nuestros hijos son como nosotros;;2/20/21;;
Breaking Bad: Temporada 2: Siete con treinta y siete;;2/20/21;;
Breaking Bad: Temporada 1: Acuerdo no violento;;2/20/21;;
Breaking Bad: Temporada 1: Un loco puñado de nada;;2/20/21;;
Descuida; yo te cuido;2/20/21;;
Wanted: Temporada 3: Fugitivas;;2/19/21;;
Wanted: Temporada 3: Divide;;2/19/21;;
Wanted: Temporada 3: Atascadas;;2/19/21;;
Wanted: Temporada 3: Piel de serpiente;;2/19/21;;
Wanted: Temporada 3: Conduce;;2/18/21;;
Wanted: Temporada 3: Encerradas;;2/18/21;;
Wanted: Temporada 2: Episodio 6;;2/18/21;;
Wanted: Temporada 2: Episodio 5;;2/17/21;;
Wanted: Temporada 2: Episodio 4;;2/17/21;;
Wanted: Temporada 2: Episodio 3;;2/17/21;;
Wanted: Temporada 2: Episodio 2;;2/16/21;;
Wanted: Temporada 2: Episodio 1;;2/16/21;;
Wanted: Callejón sin salida;;2/16/21;;
Wanted: Regreso;;2/16/21;;
Wanted: Tierras yermas;;2/16/21;;
Wanted: Nosotras y ellos;;2/16/21;;
Wanted: Corre; Lola; corre;2/15/21;
Wanted: Chelsea y Lola;;2/15/21;;
Reckoning: Miniserie: Salvación;;2/15/21;;
Reckoning: Miniserie: Mejor vida;;2/15/21;;
Reckoning: Miniserie: Truenos;;2/15/21;;
Reckoning: Miniserie: Alaska;;2/15/21;;
Reckoning: Miniserie: Aniversario;;2/15/21;;
Reckoning: Miniserie: Cazadores;;2/15/21;;
Reckoning: Miniserie: Deberías estar bailando;;2/15/21;;
Reckoning: Miniserie: El apóstol Pablo;;2/15/21;;
Breaking Bad: Temporada 1: Materia gris;;2/14/21;;
Breaking Bad: Temporada 1: Cáncer;;2/14/21;;
Reckoning: Miniserie: El Asesino del Río Ruso está muerto;;2/13/21;;
Reckoning: Miniserie: La oscuridad vuelve sigilosamente;;2/13/21;;
Punto rojo;;2/13/21;;
Breaking Bad: Temporada 1: Y la bolsa en el río;;2/12/2021;;
Breaking Bad: Temporada 1: El gato en la bolsa;;2/12/2021;;
El espejo tiene dos caras;;2/11/2021;;
Breaking Bad: Temporada 1: Principio del fin;;2/9/2021;;
Salir del ropero;;2/8/2021;;
Marseille: Temporada 1: Hombre de paja;;2/7/2021;;
Marseille: Temporada 1: 20 años;;2/7/2021;;
Black Beach;;2/7/2021;;
Apolo 13;;2/7/2021;;
La Trêve: Temporada 2: Episodio 10;;2/7/2021;;
La Trêve: Temporada 2: Episodio 9;;2/7/2021;;
La Trêve: Temporada 2: Episodio 8;;2/6/2021;;
La Trêve: Temporada 2: Episodio 7;;2/6/2021;;
La Trêve: Temporada 2: Episodio 6;;2/6/2021;;
La Trêve: Temporada 2: Episodio 5;;2/6/2021;;
La Trêve: Temporada 2: Episodio 4;;2/6/2021;;
La Trêve: Temporada 2: Episodio 3;;2/6/2021;;
Bajocero;;2/6/2021;;
La Trêve: Temporada 2: Episodio 2;;2/5/2021;;
Hache: Temporada 1: Helena con H;;2/5/2021;;
La Trêve: Temporada 2: Episodio 1;;2/5/2021;;
La Trêve: Episodio 10;;2/4/2021;;
La Trêve: Episodio 9;;2/4/2021;;
La Trêve: Episodio 8;;2/4/2021;;
La Trêve: Episodio 7;;2/4/2021;;
La Trêve: Episodio 6;;2/4/2021;;
La Trêve: Episodio 5;;2/4/2021;;
La Trêve: Episodio 4;;2/3/2021;;
La Trêve: Episodio 3;;2/3/2021;;
La Trêve: Episodio 2;;2/2/2021;;
La Trêve: Episodio 1;;2/2/2021;;
El desorden que dejas: Miniserie: El desorden que dejas;;2/1/2021;;
El desorden que dejas: Miniserie: La tercera víctima;;2/1/2021;;
El desorden que dejas: Miniserie: Lo que no quise ver en ti;;2/1/2021;;
El desorden que dejas: Miniserie: El lugar secreto;;2/1/2021;;
El desorden que dejas: Miniserie: Caída en picado;;2/1/2021;;
El desorden que dejas: Miniserie: Cuenta hasta tres;;2/1/2021;;
El desorden que dejas: Miniserie: Lo saben;;1/31/21;;
El desorden que dejas: Miniserie: En la boca del lobo;;1/31/21;;
Poco ortodoxa: Miniserie: Parte 1;;1/31/21;;
¡Bienvenido; presidente!;1/31/21;;
Madre solo hay dos: Temporada 1: Chin-chan-pú;;1/31/21;;
La excavación;;1/30/21;;
Lupin: Parte 1: Capítulo 5;;1/30/21;;
Designated Survivor: Temporada 3: #laverdadolasconsecuencias;;1/30/21;;
Designated Survivor: Temporada 3: #indeciso;;1/30/21;;
Designated Survivor: Temporada 3: #cagad*demiedo;;1/30/21;;
Designated Survivor: Temporada 3: #identidad/crisis;;1/30/21;;
Designated Survivor: Temporada 3: #aquiénleimporta;;1/30/21;;
Designated Survivor: Temporada 3: #nadapersonal;;1/29/21;;
Designated Survivor: Temporada 3: #hazhistoria;;1/29/21;;
Designated Survivor: Temporada 3: #privacidad;;1/29/21;;
Designated Survivor: Temporada 3: #efectodominó;;1/29/21;;
Designated Survivor: Temporada 3: #elsistemaestároto;;1/29/21;;
Designated Survivor: Temporada 2: Corre;;1/28/21;;
Designated Survivor: Temporada 2: Objetivo;;1/28/21;;
Designated Survivor: Temporada 2: Interferencia;;1/28/21;;
Designated Survivor: Temporada 2: Capacidades;;1/28/21;;
Designated Survivor: Temporada 2: Kirkman en problemas;;1/28/21;;
Designated Survivor: Temporada 2: Fuerza excesiva;;1/28/21;;
Designated Survivor: Temporada 2: Consecuencias;;1/27/21;;
Designated Survivor: Temporada 2: Cumbre;;1/27/21;;
Designated Survivor: Temporada 2: En la oscuridad;;1/27/21;;
Designated Survivor: Temporada 2: Pecado original;;1/27/21;;
Designated Survivor: Temporada 2: La frontera final;;1/27/21;;
Designated Survivor: Temporada 2: Dolor;;1/27/21;;
Designated Survivor: Temporada 2: En la línea del fuego;;1/26/21;;
Designated Survivor: Temporada 2: Día de las tres cartas;;1/26/21;;
Designated Survivor: Temporada 2: A casa;;1/26/21;;
Designated Survivor: Temporada 2: Lazos de familia;;1/26/21;;
Designated Survivor: Temporada 2: Dos buques;;1/26/21;;
Designated Survivor: Temporada 2: Idiota;;1/25/21;;
Designated Survivor: Temporada 2: Equilibrio;;1/24/21;;
Designated Survivor: Temporada 2: El brote;;1/24/21;;
Designated Survivor: Temporada 2: Ponzoña;;1/24/21;;
Designated Survivor: Temporada 2: Un año;;1/24/21;;
Designated Survivor: Temporada 1: Prepárate para el impacto;;1/24/21;;
Designated Survivor: Temporada 1: Bombazo;;1/24/21;;
Designated Survivor: Temporada 1: Alianza improbable;;1/24/21;;
Designated Survivor: Temporada 1: Lázaro;;1/24/21;;
Designated Survivor: Temporada 1: El noveno juez;;1/24/21;;
Designated Survivor: Temporada 1: Política partidaria;;1/23/21;;
Designated Survivor: Temporada 1: Cien días;;1/23/21;;
Designated Survivor: Temporada 1: Comandante en jefe;;1/23/21;;
Designated Survivor: Temporada 1: El contrafuego;;1/23/21;;
Designated Survivor: Temporada 1: El fin del comienzo;;1/23/21;;
Designated Survivor: Temporada 1: Guerreros;;1/23/21;;
Designated Survivor: Temporada 1: El juramento;;1/23/21;;
Designated Survivor: Temporada 1: El plan;;1/23/21;;
Designated Survivor: Temporada 1: Los resultados;;1/23/21;;
Designated Survivor: Temporada 1: El traidor;;1/22/21;;
Designated Survivor: Temporada 1: El interrogatorio;;1/22/21;;
Designated Survivor: Temporada 1: La misión;;1/22/21;;
Designated Survivor: Temporada 1: El enemigo;;1/22/21;;
Designated Survivor: Temporada 1: La confesión;;1/22/21;;
Designated Survivor: Temporada 1: El primer día;;1/22/21;;
Guardaespaldas: Episodio 6;;1/21/21;;
Guardaespaldas: Episodio 5;;1/21/21;;
Guardaespaldas: Episodio 1;;1/21/21;;
Atracadores;;1/21/21;;
Zona de riesgo;;1/21/21;;
Bill Gates bajo la lupa: Miniserie: Parte 1;;1/21/21;;
Lupin: Parte 1: Capítulo 4;;1/15/21;;
Lupin: Parte 1: Capítulo 3;;1/14/21;;
Lupin: Parte 1: Capítulo 2;;1/14/21;;
Lupin: Parte 1: Capítulo 1;;1/14/21;;
The Crown: Temporada 4: En guerra;;1/13/21;;
The Crown: Temporada 4: Avalancha;;1/13/21;;
The Crown: Temporada 4: 48 contra 1;;1/13/21;;
The Crown: Temporada 4: Lo que se hereda;;1/12/2021;;
Fragmentos de una mujer;;1/11/2021;;
The Crown: Temporada 4: Tierra de nadie;;1/10/2021;;
The Crown: Temporada 4: Michael Fagan; el intruso;1/10/2021;;
The Crown: Temporada 4: El favorito;;1/10/2021;;
The Crown: Temporada 4: Cuento de hadas;;1/9/2021;;
The Crown: Temporada 4: El Balmoral;;1/9/2021;;
The Crown: Temporada 4: Protector de monarcas;;1/9/2021;;
The Crown: Temporada 3: Grito de amor;;1/9/2021;;
The Crown: Temporada 3: Enredo;;1/9/2021;;
The Crown: Temporada 3: El hombre en suspenso;;1/8/2021;;
The Crown: Temporada 3: Polvo lunar;;1/7/2021;;
The Crown: Temporada 3: Tywysog Cymru;;1/7/2021;;
The Crown: Temporada 3: Golpe de Estado;;1/6/2021;;
The Crown: Temporada 3: Bubbikins;;1/6/2021;;
The Crown: Temporada 3: Aberfan;;1/6/2021;;
The Crown: Temporada 3: Margarismo;;1/5/2021;;
La gran Gilly Hopkins;;1/5/2021;;
El signo de Venus;;1/4/2021;;
The Crown: Temporada 3: Olding;;1/3/2021;;
The Crown: Temporada 2: Hombre misterioso;;1/3/2021;;
The Crown: Temporada 2: Paterfamilias;;1/3/2021;;
Little Italy;;1/3/2021;;
La boda de la abuela;;1/2/2021;;
El cumple de la abuela;;1/1/2021;;
La valla: Los niños perdidos;;1/1/2021;;
The Crown: Temporada 2: Estimada Sra. Kennedy;;12/30/20;;
The Crown: Temporada 2: Matrimonium;;12/29/20;;
The Crown: Temporada 2: Vergangenheit;;12/28/20;;
The Crown: Temporada 2: Marionetas;;12/28/20;;
The Crown: Temporada 2: Beryl;;12/27/20;;
Mujer Maravilla;;12/26/20;;
Cielo de medianoche;;12/26/20;;
El Desconocido;;12/26/20;;
Amor en obras;;12/24/20;;
The Crown: Temporada 2: Lisboa;;12/21/20;;
El niño que domó el viento;;12/20/20;;
El baile;;12/20/20;;
The Crown: Temporada 2: Compañía de hombres;;12/19/20;;
The Crown: Temporada 2: Desventura;;12/19/20;;
The Crown: Temporada 1: Gloriana;;12/18/20;;
The Crown: Temporada 1: Asesinos;;12/18/20;;
The Crown: Temporada 1: Orgullo y alegría;;12/16/20;;
The Crown: Temporada 1: Scientia potentia est;;12/16/20;;
The Crown: Temporada 1: Noticia bomba;;12/16/20;;
Cuatro minutos;;12/7/2020;;
Pan; amor y...;11/29/20;;
Hillbilly; una elegía rural;11/29/20;;
The Story of Diana: Parte 2;;11/28/20;;
The Story of Diana: Parte 1;;11/28/20;;
Maradona en Sinaloa: Miniserie: La llegada;;11/27/20;;
The Crown: Temporada 1: Humo y espejos;;11/23/20;;
The Crown: Temporada 1: Fuerza mayor;;11/23/20;;
The Crown: Temporada 1: Windsor;;11/23/20;;
Lejos: Hogar;;11/23/20;;
Lejos: Spektr;;11/22/20;;
Lejos: Signos vitales;;11/22/20;;
Lejos: Buenas noches; Marte;11/22/20;;
Lejos: Un poco de fe;;11/22/20;;
Lejos: Perros del espacio;;11/22/20;;
Lejos: Excelentes carruajes;;11/22/20;;
Lejos: La mitad del cielo;;11/22/20;;
Lejos: Sin retorno;;11/22/20;;
Lejos: Listos para el despegue;;11/22/20;;
The Crown: Temporada 1: Hyde Park Corner;;11/21/20;;
The Crown: Temporada 1: Wolferton Splash;;11/20/20;;
Gambito de dama: Miniserie: Final;;11/20/20;;
Gambito de dama: Miniserie: Aplazamientos;;11/20/20;;
Gambito de dama: Miniserie: Aperturas;;11/20/20;;
Gambito de dama: Miniserie: Ataque doble;;11/19/20;;
Gambito de dama: Miniserie: Medio juego;;11/19/20;;
Gambito de dama: Miniserie: Peones doblados;;11/18/20;;
Gambito de dama: Miniserie: Intercambios;;11/18/20;;
Carmel: ¿Quién mató a María Marta?: Miniserie: Contar una historia;;11/14/20;;
Carmel: ¿Quién mató a María Marta?: Miniserie: El juicio;;11/14/20;;
Carmel: ¿Quién mató a María Marta?: Miniserie: Cinco balas y un pituto;;11/14/20;;
Carmel: ¿Quién mató a María Marta?: Miniserie: Un domingo lluvioso;;11/14/20;;
Su último deseo;;11/13/20;;
Modern Family: Temporada 2: Desacelera; tus vecinos;11/13/20;;
Modern Family: Temporada 2: La revelación del baile;;11/13/20;;
La valla: Mi hermana Sara;;11/13/20;;
1922;;11/12/2020;;
Amor. Boda. Azar.;;11/11/2020;;
La valla: Otro mundo;;11/10/2020;;
The Discovery;;11/6/2020;;
Amor de calendario;;11/4/2020;;
Bronx;;11/2/2020;;
Amor a primera visa;;11/1/2020;;
Modern Family: Temporada 2: Madre protectora;;10/31/20;;
Modern Family: Temporada 2: In fraganti;;10/31/20;;
Modern Family: Temporada 2: Volvió Bixby;;10/31/20;;
The Blacklist: Temporada 1: Wujing (N.° 84);;10/31/20;;
The Blacklist: Temporada 1: El independiente (N.° 145);;10/31/20;;
El informe Pelícano;;10/30/20;;
Los secretos del poder;;10/30/20;;
El rescate;;10/28/20;;
Algo en que creer: Temporada 2: Episodio 6;;10/27/20;;
Algo en que creer: Temporada 2: Episodio 5;;10/27/20;;
Algo en que creer: Temporada 2: Episodio 4;;10/27/20;;
Rebeca;;10/26/20;;
Algo en que creer: Temporada 2: Episodio 3;;10/24/20;;
El juicio de los 7 de Chicago;;10/24/20;;
Algo en que creer: Temporada 2: Episodio 2;;10/23/20;;
Algo en que creer: Temporada 2: Episodio 1;;10/23/20;;
ROMA;;10/23/20;;
Alguien tiene que morir: Miniserie: Soltar la presa;;10/22/20;;
Alguien tiene que morir: Miniserie: Apretar el gatillo;;10/22/20;;
Alguien tiene que morir: Miniserie: Tomar puntería;;10/22/20;;
La Segunda Guerra Mundial a todo color: World War II in Colour: Se presagia una tormenta;;10/22/20;;
Algo en que creer: Episodio 10;;10/22/20;;
Algo en que creer: Episodio 9;;10/20/20;;
Algo en que creer: Episodio 8;;10/20/20;;
Algo en que creer: Episodio 7;;10/20/20;;
Algo en que creer: Episodio 6;;10/20/20;;
Algo en que creer: Episodio 5;;10/20/20;;
Algo en que creer: Episodio 4;;10/19/20;;
Algo en que creer: Episodio 3;;10/19/20;;
Genio del mal: Miniserie: Parte 4: Las confesiones;;10/18/20;;
Genio del mal: Miniserie: Parte 3: Los sospechosos;;10/18/20;;
The Blacklist: Temporada 1: Piloto;;10/18/20;;
Genio del mal: Miniserie: Parte 2: El cuerpo congelado;;10/18/20;;
Broken Vows;;10/18/20;;
Genio del mal: Miniserie: Parte 1: El atraco;;10/18/20;;
Making a Murderer: Parte 1: Dieciocho años perdidos;;10/17/20;;
Modern Family: Temporada 2: Many; saca el arma;10/17/20;;
Ciudad del Miedo: Nueva York vs. La mafia: Miniserie: El juicio final;;10/17/20;;
Ciudad del Miedo: Nueva York vs. La mafia: Miniserie: Las grabaciones;;10/17/20;;
Punto ciego: Temporada 4: El equipo desaparece;;10/17/20;;
Punto ciego: Temporada 4: Señores de la Guerra 1; 5-8;10/16/20;;
Punto ciego: Temporada 4: Decodificando al asesino;;10/16/20;;
Punto ciego: Temporada 4: Todos odian a Kathy;;10/16/20;;
Punto ciego: Temporada 4: Familia;;10/15/20;;
La piloto: Temporada 1: Capítulo 1;;10/15/20;;
Punto ciego: Temporada 4: La noche de la respiración agonizante;;10/15/20;;
Punto ciego: Temporada 4: Cuando Jane visita a un viejo amigo;;10/15/20;;
Punto ciego: Temporada 4: Lucha recurrente por la existencia;;10/14/20;;
Punto ciego: Temporada 4: La gran explosión de un episodio pasado;;10/13/20;;
Punto ciego: Temporada 4: Entre la locura; existe un método;10/13/20;;
Punto ciego: Temporada 4: La leyenda del Libro de secretos;;10/13/20;;
Punto ciego: Temporada 4: Susurro descuidado;;10/13/20;;
Punto ciego: Temporada 4: La gran revelación;;10/12/2020;;
Punto ciego: Temporada 4: Revisa tu cabeza;;10/12/2020;;
Punto ciego: Temporada 4: Toques; golpes y prisioneros;10/12/2020;;
Punto ciego: Temporada 4: Caso: Sol; Luna y la verdad;10/12/2020;;
Punto ciego: Temporada 4: Candidato para el crimen;;10/12/2020;;
Punto ciego: Temporada 4: El mono malo pateó un árbol;;10/11/2020;;
Punto ciego: Temporada 4: Cocinando al vacío;;10/11/2020;;
Algo en que creer: Episodio 2;;10/11/2020;;
Algo en que creer: Episodio 1;;10/11/2020;;
Rosario Tijeras: Temporada 2: Episodio 2;;10/11/2020;;
Rosario Tijeras: Temporada 2: Episodio 1;;10/11/2020;;
Conversaciones con asesinos: Las cintas de Ted Bundy: Arde; Bundy; arde;10/11/2020;
Conversaciones con asesinos: Las cintas de Ted Bundy: No me toca velarlo;;10/11/2020;;
Punto ciego: Temporada 4: La aventura con Quantico;;10/10/2020;;
Punto ciego: Temporada 4: Mi proyecto de arte;;10/10/2020;;
Extremadamente cruel; malvado y perverso;10/10/2020;;
Punto ciego: Temporada 4: La gran farsante;;10/10/2020;;
American Murder: La familia de al lado;;10/10/2020;;
Punto ciego: Temporada 3: En recuerdo de;;10/9/2020;;
Punto ciego: Temporada 3: Deserción;;10/8/2020;;
La catedral del mar: Episodio 6;;10/8/2020;;
La catedral del mar: Episodio 5;;10/8/2020;;
La catedral del mar: Episodio 4;;10/8/2020;;
La catedral del mar: Episodio 3;;10/8/2020;;
La catedral del mar: Episodio 2;;10/8/2020;;
Despido Procedente;;10/8/2020;;
El Padrino: Parte III;;10/8/2020;;
Punto ciego: Temporada 3: Déjalo ir;;10/7/2020;;
El Padrino: Parte II;;10/6/2020;;
Punto ciego: Temporada 3: Galaxia de mentes;;10/6/2020;;
Modern Family: Temporada 2: El ruido;;10/6/2020;;
Modern Family: Temporada 2: Halloween;;10/6/2020;;
Punto ciego: Temporada 3: Noche ajetreada;;10/6/2020;;
Punto ciego: Temporada 3: Ni una palabra;;10/6/2020;;
El cartel: Episodio 1;;10/6/2020;;
How to Get Away With Murder: Piloto;;10/6/2020;;
Ratched: Mildred y Edmund;;10/5/2020;;
Ratched: La lista de quejas;;10/5/2020;;
Ratched: El teatro de marionetas;;10/5/2020;;
Ratched: El baile;;10/5/2020;;
El Padrino;;10/5/2020;;
Punto ciego: Temporada 3: Evasión ingeniosa;;10/4/2020;;
Punto ciego: Temporada 3: Deducciones;;10/4/2020;;
Punto ciego: Temporada 3: Para siempre;;10/4/2020;;
Punto ciego: Temporada 3: Tiro de advertencia;;10/4/2020;;
Ratched: Ángel de la piedad (Parte 2);;10/3/2020;;
Ratched: Ángel de la piedad;;10/2/2020;;
Ratched: El picahielos;;10/2/2020;;
Conversaciones con asesinos: Las cintas de Ted Bundy: Uno de nosotros;;10/1/2020;;
Punto ciego: Temporada 3: Una amistad legendaria;;10/1/2020;;
Ratched: Piloto;;9/30/20;;
Conversaciones con asesinos: Las cintas de Ted Bundy: Apuesto demonio;;9/30/20;;
Modern Family: Temporada 2: Desconectados;;9/29/20;;
Modern Family: Temporada 2: Extraños en la caminadora;;9/29/20;;
Modern Family: Temporada 2: Terremoto;;9/29/20;;
Modern Family: Temporada 2: El beso;;9/29/20;;
Modern Family: Temporada 2: La carcacha;;9/29/20;;
Modern Family: Retrato familiar;;9/29/20;;
Punto ciego: Temporada 3: Magos de la tecnología;;9/29/20;;
Punto ciego: Temporada 3: La balanza del poder;;9/29/20;;
Punto ciego: Temporada 3: Llamas que arden;;9/28/20;;
Punto ciego: Temporada 3: Ciudadanos bajo abrigo;;9/27/20;;
Punto ciego: Temporada 3: Arregla mi actual caos;;9/27/20;;
Punto ciego: Temporada 3: Adorable sospechoso;;9/27/20;;
Punto ciego: Temporada 3: Este profundo legado;;9/27/20;;
Punto ciego: Temporada 3: Juego de armas;;9/27/20;;
Punto ciego: Temporada 3: El oficio al revés;;9/27/20;;
Sarajevo;;9/27/20;;
Punto ciego: Temporada 3: La bolsa de trucos del enemigo;;9/26/20;;
Punto ciego: Temporada 3: De vuelta al trabajo;;9/26/20;;
Modern Family: Hawái;;9/26/20;;
La venganza de Analía: Episodio 1;;9/26/20;;
Punto ciego: Temporada 2: Ahuyenta la enfermedad;;9/25/20;;
Punto ciego: Temporada 2: Mamá;;9/25/20;;
Punto ciego: Temporada 2: Confianza y mentiras;;9/25/20;;
Punto ciego: Temporada 2: Una reunión muy colorida;;9/25/20;;
Punto ciego: Temporada 2: Últimas líneas;;9/23/20;;
Punto ciego: Temporada 2: Solos;;9/23/20;;
Punto ciego: Temporada 2: El mal que reside en mí me hace vivir;;9/23/20;;
Punto ciego: Temporada 2: Ataca; César; no seas cobarde;9/23/20;
Punto ciego: Temporada 2: Tomar prestado o robar;;9/22/20;;
Punto ciego: Temporada 2: Sin mencionar a nadie;;9/22/20;;
Punto ciego: Temporada 2: El demonio nunca existió;;9/22/20;;
Punto ciego: Temporada 2: Roma;;9/22/20;;
Las plagas de Breslavia;;9/21/20;;
Hitler - A Career;;9/21/20;;
Rojo;;9/20/20;;
El practicante;;9/20/20;;
Las horas más oscuras;;9/16/20;;
Corazón loco;;9/16/20;;
La jurado;;9/15/20;;
The Post: Los oscuros secretos del Pentágono;;9/13/20;;
Modern Family: Aeropuerto 2010;;9/13/20;;
La invitación;;9/13/20;;
Punto ciego: Temporada 2: Nigel Thornton;;9/12/2020;;
Punto ciego: Temporada 2: Nosotros protegeremos su libertad;;9/12/2020;;
Punto ciego: Temporada 2: Cuando los soldados atacan; nosotros peleamos;9/12/2020;;
Punto ciego: Temporada 2: Solo se sirven a sí mismos;;9/12/2020;;
Punto ciego: Temporada 2: La armada de Shepherd;;9/12/2020;;
Punto ciego: Temporada 2: Defiende la constitución;;9/11/2020;;
